,content,normdate,rhyme,met
3154,"Reina gentil de las rizadas flores
Como la virgen del oriente hermosa,
Rica de aromas y auras y colores
En el jardín se yergue blanca rosa.
A la luz de la tarde pudorosa
Que la baña en poéticos fulgores,
Le cantan los arpados ruiseñores
De sus penas la endecha misteriosa.
Mas de pronto la tarde su luz vela
Y los pájaros huyen en bandada
Por el follage en caprichosa estela.
Y sola... con el aura se desposa
Ante la noche mística y callada
Sonrojada de amor la blanca rosa.
",4,"['A', 'B', 'A', 'B', 'B', 'A', 'A', 'B', 'C', 'D', 'C', 'B', 'D', 'B']","['+--+---+-+-', '---+---+-+-', '+--+-+---+-', '---+-+-+-+-', '--+--+---+-', '--+--+---+-', '-+---+---+-', '--+--+---+-', '--+--+--++-', '--+--+---+-', '---+---+-+-', '-+---+---+-', '---+-+---+-', '--+--+-+-+-']"
3155,"Yo no sé si mis ojos o mis manos
encendieron la vida en tu retrato;
nubes humanas, rayos sobrehumanos,
todo tu Yo de emperador innato
¡Amanece a mis ojos, en mis manos!
Por eso, toda en llamas, yo desato
cabellos y alma para tu retrato,
y me abro en flor Entonces, soberanos
de la sombra y la luz, tus ojos graves
dicen grandezas que yo sé y tú sabes
Y te dejo morir Queda en mis manos
una gran mancha lívida i sombría
Y renaces en mí melancolía
formado de astros fríos y lejanos
",4,"['A', 'B', 'A', 'B', 'A', 'B', 'B', 'A', 'C', 'C', 'A', 'D', 'D', 'A']","['+++--+---+-', '--+--+---+-', '+--+-+---+-', '+--+---+-+-', '--+--+---+-', '-+-+-+-+-+-', '-+-+-----+-', '-++--+--+-', '--+--+-+-+-', '+--+--++++-', '-++--+--+-', '+-++-+-+-+-', '--+--+---+-', '-+-+-+---+-']"
3156,"De librar a su patria deseoso
del asedio de Porsena apretado,
por el campo enemigo se entra osado
Scevola, aquel Romano valeroso
Dar muerte al rey intenta prodigioso,
mas de iguales insignias engañado,
por matar al señor, mató al criado
junto al Ara del culto religioso
Mucio, el engaño de su mano viendo,
a quemarla la mete en medio el Ara,
la venganza sufriendo como ajena.
Pero mirar el rey, aun no pudiendo
espectáculo tal, que la quitara
mandó, y que se fuera sin más pena
¡Oh, valor grande! ¡oh, mano victoriosa!
celebrada de propios y de ajenos,
tu yerro alcanzó fama más gloriosa,
si no erraras, hubieras hecho menos
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['--+--+---+-', '--+---+--+-', '--+--+-+-+-', '--+-+-+---+-', '++-+-+---+-', '--+--+---+-', '--+--+-+-+-', '--+--+---+-', '+--+---+-+-', '--++-+-+-+-', '--+--+---+-', '---+-+++-+-', '--+--+-+-+-', '-+---+--++-', '--++-+---+-', '--+--+---+-', '-+--++-+-+-', '-++--+-+-+-']"
3157,"En medio de los árboles mi casa,
bajo el denso ramaje florecido,
aparece a los ojos del que pasa
como un fragante y delicioso nido.
Y hay razón: el amigo o el curioso
que a visitarme van de cuando en cuando
hallan de mi mansión en el reposo
fresco pan, agua pura y lecho blando
Cinco avecillas plena la garganta
de las más inefables melodías,
allí reposan bajo el ala santa
Mientras para acrecer sus alegrías,
el padre -un viejo ruiseñor- les canta
una canción de amor todos los días
",4,"['A', 'B', 'A', 'B', 'C', 'D', 'C', 'D', 'E', 'F', 'E', 'F', 'E', 'F']","['-----+---+-', '--+--+---+-', '--+--+---+-', '-+-+---+-+-', '+-+--+---+-', '---+++---+-', '+----+---+-', '+-++-+-+-+-', '+--+-+---+-', '--+--+---+-', '-+-+---+-+-', '-----+---+-', '-+++---+++-', '+--+-++--+-']"
3158,"-Haga usted un buen soneto a una corista-
dice Francos, autor de «El Señorito»,
y yo en estos renglones me permito
probar que su candor salta a la vista
A una chica del coro amable y lista,
y que tenga además un buen palmito,
yo le haría con gusto un papelito,
para halagar su presunción de artista.
Le haría un buen regalo por hermosa,
o una caricia si ella la prefiere,
quieras que no le haría la forzosa;
le haría hasta el amor , o lo que fuere;
le haría , en fin, quien sabe, cualquier cosa
¿Pero un soneto? ¿Para qué lo quiere?
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+-+++-++--+-', '+-+--+---+-', '-++--+-+-+-', '-+---++--+-', '+-+--+-+-+-', '--+--+++-+-', '+++-+-+--+-', '---+---+-+-', '++++-+---+-', '+--+-+-+-+-', '--+-++---+-', '++--+---+-', '++-+-+--++-', '-+-+---+++-']"
3159,"Injusticia del hombre, saña horrible,
agravios de la edad, dolor agudo,
nada sois contra mí, tengo el escudo
que, si no vencedor, me hace invencible
Ira que, blasonando de terrible,
todo lo arrollas en tu choque duro,
contigo lucharé pobre y desnudo
y en mí te estrellarás: soy tu imposible.
La fuerza queda y el furor concluye;
el aura que los campos vivifica
es más que el huracán que arrasa y huye
La fe lo dice y la razón lo, explica;
no lo olvidéis, con ira se destruye
y sólo con paciencia se edifica.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['--+--+-+-+-', '-+---+-+-+-', '+-+--++--+-', '--+--++--+-', '+----+---+-', '+-++---+-+-', '-+---++--+-', '-++--++--+-', '-+-+---+-+-', '-+---+---+-', '++---+-+-+-', '-+++---+++-', '++-+-+---+-', '-+---+---+-']"
3160,"El cendal de que Tisbe se despoja,
Píramo advierte y reconoce atento,
y creyendo por él su fin violento,
sobre su acero intrépido se arroja.
En brazos ya de la postrer congoja
vio Tisbe al alma de su pensamiento,
y por mezclar su aliento con su aliento,
sólo la duda de morir la enoja
«Espera a quien te adora » Tisbe clama,
al penetrarse el pecho enamorado,
y unieron las dos almas desta suerte.
¡Oh siempre injusto amor! ¿quién no te infama?
Que la deuda a que estabas obligado,
fue menester cobrarla con la muerte.
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['--+--+---+-', '+--+---+-+-', '--+--+-+-+-', '---+-+---+-', '-+-+---+-+-', '++-+-----+-', '---+-+---+-', '+--+---+-+-', '-+--++-+-+-', '---+++---+-', '-+--++-+-+-', '-+-+-+++-+-', '--+--+---+-', '+--+-++--+-']"
3161,"Los salmos que proclaman tu victoria
Hablan de tu blasón presidencial,
Ya no cabe en los fastos de la historia
Toda tu ejecutoria nacional.
La voz del bardo que cantó tu gesta
Cual si lo hubiera el mismo de Vivar,
Es hoy himno divino por tu festa,
Heraldo de tu triunfo singular.
Mas no solo el poeta te proclama,
Portavoz del destino que te aclama,
Desde el lejano Aparri hasta Sulú,
Es un grito triunfal, verdad ingente.
Lo que en su pecho la nación presiente.
“El primer Presidente, serás tú”…
",4,"['A', 'B', 'A', 'B', 'C', 'D', 'C', 'D', 'E', 'E', 'F', 'G', 'G', 'F']","['-+---+---+-', '+----+---+-', '++---+---+-', '+----+---+-', '-+-+---+-+-', '---+-+---+-', '+++--+---+-', '-+---+---+-', '-++--+---+-', '--+--+---+-', '---+-+---+-', '+++--+-+-+-', '---+---+-+-', '+-+--+--++-']"
3162,"¡Sal soneto sin sal! ¡Saca sensato
salobridad siquiera! ¡Sé salino!
Sorbiendo sal seguido, Saladino
salvó su situación sin ser silbato
Salicinina, salol, salicilato,
sub-sales salicílicas, succino,
solimán, sulfureto, santonino,
sulfaminol, sílicio, silicato;
si sabias sales sois, salad sextetos
Salvando salaciones superables,
sugiriéndome símiles secretos,
sacaré, -sí señor- siendo sacables,
salobres, saladísimos sonetos
si salidos sin sal, salificables.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+-+--+-+-', '---+--+--+-', '-+-+-+---+-', '-+---+-+-+-', '---+--+---+-', '-+---+---+-', '--+--+---+-', '---++----+-', '-+-+-+-+-+-', '-+---+---+-', '--+-++---+-', '--++-++--+-', '-+---+---+-', '--+--+---+-']"
3163,"Según que use en sus versos el poeta
la métrica de Italia o de Castilla,
compondrá una sextina o una sextilla,
un cuarteto o cuartete, o una cuarteta
Si el quinteto a ocho sílabas sujeta,
quintilla llamáralo; y octavilla
a la octava, y al terceto, tercerilla
será que a iguales límites someta
Sonetistas que en metro castellano
soneteáis, y cada sonetada
vuestra llamáis, al modo italiano,
soneto: ¿no es más lógico y sencillo
que, usando la voz propia y adecuada,
la llaméis simplemente sonetillo?
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'E', 'D', 'E']","['--+--+---+-', '-+---+---+-', '--+--++--+-', '+-+--++--+-', '--++-+---+-', '-+--+----+-', '--+--+---+-', '-+-+-+---+-', '--+--+---+-', '---+-+---+-', '---+-+---+-', '-+-+++---+-', '-+--++---+-', '--++-+---+-']"
3164,"Al campo de los dulces ruiseñores
el alba despertó, vistióse de oro,
y con amena risa y blando lloro,
desmayo a estrellas dio y aliento a flores.
En cuya hermosa variedad de olores,
vi que afectaba con mayor decoro
ese rojo, ese cándido tesoro,
de su llama y su luz competidores
Con ingrata arrogancia competía
con la joven aurora aquesta rosa,
y este jazmín con el infante día.
Póngolos en tu mano poderosa
por castigarlos, dulce Ardemia mía,
con tus mejillas y tu frente hermosa
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+---+---+-', '-+---+-+-+-', '---+-+-+-+-', '-+-+-++--+-', '---+---+-+-', '+--+---+-+-', '+-++-+---+-', '--+--+---+-', '--+--+---+-', '--+--+-+-+-', '+--+---+-+-', '+----+---+-', '---+++-+-+-', '---+---+-+-']"
3165,"Crece el insano amor, crece el engaño
del que en las aguas vio su imagen bella;
y él, sola causa en su mortal querella,
busca el remedio y acrecienta el daño
Vuelve a ver en la fuente, caso extraño,
que della sale el fuego, mas en ella
templarlo piensa; y la enemiga estrella
sus ojos cierra al fácil desengaño
Fallecieron las fuerzas y el sentido
al ciego amante amado, que a su suerte
la belleza fatal cayó rendida
Y ahora en flor purpúrea convertido,
la agua, que fue principio de su muerte,
hace que crezca y prueba a darle vida.
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['+--+-++--+-', '---+-+-+-+-', '++-+---+-+-', '+--+--+--+-', '+-+--+-+-+-', '-+-+-+---+-', '-+++---+-+-', '-+-+-+---+-', '--+--+---+-', '-+-+-+---+-', '--+--+-+-+-', '+-+-+----+-', '+--+-+---+-', '+--+-+-+++-']"
3166,"En rosa de magnífica opulencia
el capullo de ayer se ha convertido
¡Tan niña y madre ya ! Dios ha querido
partir en dos mitades tu existencia
Yo te he visto nacer, y en tu presencia
hoy me siento turbado y conmovido;
¿por qué la que en mis brazos he tenido
veneración me inspira y reverencia?
¡Ah! Porque emblemas del amor sagrado
del sacrificio que con él se aduna,
de un bien perfecto, puro, inmaculado,
sólo dos nos ofrece la fortuna:
primero, el Hombre Dios crucificado;
después, una mujer junto a una cuna!
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+---+---+-', '--+--++--+-', '++-+-++-+-', '-+-+-+---+-', '+++--+---+-', '+++--+---+-', '-+---+-+-+-', '---+++---+-', '--+---+-+-', '---+---+-+-', '++-+-+---+-', '+-++-+---+-', '-+--+----+-', '-++--+-+-+-']"
3167,"Las verdades de ayer son hoy mentira,
las e hoy acaso lo serán mañana;
la incorregible vanidad humana
siempre creyendo razonar, delira
Como Nerón, cantando ante la pira
en que convierte a la ciudad romana,
ciega destruye o cínica profana
lo que, poco antes, ensalzó la lira
Y así, a través de todas las edades,
siempre abrasada por un fuego interno,
buscó la Humanidad nuevas verdades.
Y halló que en todo tiempo -joven, tierno-,
en aldeas, en campos y ciudades,
sólo el amor es en la tierra eterno.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['--+--+++-+-', '-+-+-+-+-+-', '---+---+-+-', '+--+---+-+-', '---+-+---+-', '---+---+-+-', '+--+-+---+-', '--++---+-+-', '-+---+---+-', '+--+--++-+-', '-+---++--+-', '-+-+-+-+-+-', '--+--+---+-', '+--++--+-+-']"
3168,"Al recuerdo, sin fin, de mi ventura,
aun el alma vibrando se estremece
como tiembla, de noche, allá en la altura,
Sirio, que nace cuando ya oscurece.
Y es que beber en tu mirada pura
lágrimas de otros tiempos me parece,
y creo sentir en tu vital blancura
ese suave calor que crece y crece
Deja, deja que goce, amada mía,
de aquel tiempo pasado en mi agonía;
pues aunque mi cariño vive muerto,
ahogada la ilusión, te sigo amando
¡qué no hay cosa mejor que estar soñando
si se sabe soñar y esta despierto!
",4,"['A', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'C', 'C', 'D', 'E', 'E', 'D']","['--+--+---+-', '+-+--+---+-', '--+--+-+-+-', '+--+---+-+-', '+--+---+-+-', '+--+-+-+-+-', '-+-+---+-+-', '+-+--+-+-+-', '+-+--+-+-+-', '-++--+---+-', '-----+-+-+-', '-+---+++-+-', '+++--+-+-+-', '--+--++--+-']"
3169,"¿Qué me importan grandezas y primores
que de Europa me cuentan a millares,
cuando a la sombra estoy de tus palmares
respirando el ambiente de tus flores?
¿Forman del Sena y Tíber los rumores
ese grato murmullo de Almendares?
¿Del sinsonte los índicos cantares
imitan sus preciados ruiseñores?
Si eterno luto y horroroso duelo
en vez de dulce y perdurable calma
me brindases no mas ¡oh Cuba mía!
Fiel lo protesta mi ardoroso anhelo,
a cada pena que sintiera el alma
un suspiro de amor respondería.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['+++--+---+-', '--+-++---+-', '---+-+---+-', '--+--+---+-', '+--+-+---+-', '+-+--+---+-', '--+--+---+-', '-+---+---+-', '-+-+---+-+-', '---+---+-+-', '+-+-+--+-+-', '+--+---+-+-', '-+-+---+-+-', '+-+--+---+-']"
3170,"Sueño: ¿por qué si ahuyentas mis dolores
hora no acudes al acento mío?
Ven, que tú calmas mi dolor impío;
ven, no te muestres sordo a mis clamores
Ven, que escucho fatídicos rumores
entre el silencio aterrador, sombrío;
ven, que en tus brazos contemplar ansío
el ángel celestial de mis amores
¡Cuánto le adora el alma dolorida!
Mas su fiero desdén me da la muerte;
que yo no quiero sin amor la vida
¡Ay! si consigo la dichosa suerte
de contemplarlo cuando esté dormida,
¡déjame, sueño, que jamás despierte!
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+--+-+---+-', '+-++---+-+-', '+-++---+-+-', '++++-+---+-', '+-+--+---+-', '---+---+-+-', '+--+---+-+-', '-+---+---+-', '+-++-+---+-', '--+--+++-+-', '-+++---+-+-', '---+---+-+-', '---++--+-+-', '+-++---+-+-']"
3171,"Alabe otro la faz o los cabellos
de su amada, o alabe el marfil blanco
con que formó Natura el pecho y flanco;
cante otro de sus ojos los destellos
Yo a una belleza incorruptible tal
que aun ingenio divino no ha trazado;
un espíritu franco y elevado
que no sienta su peso corporal
Lleno de esta elocuencia, que deriva
del saber, de esa amable honestidad
de actos bellos y gracia nada esquiva
Si mi arte se pudiera a la bondad
de la materia igual, si estatua viva
tendría que durar más de una edad
",4,"['A', 'B', 'B', 'A', 'C', 'D', 'D', 'C', 'E', 'F', 'E', 'F', 'E', 'F']","['-++--+---+-', '--+-+---++-', '---+-+-+-+-', '++---+---+-', '+--+---+-+-', '+-+--+-+-+-', '+-+--+---+-', '-++--+---+-', '+-+--+---+-', '--++-+---+-', '+-+--+-+-+-', '-+---+---+-', '---+-+-+-+-', '-+--+++--+-']"
3172,"Cuando el horror de su traición impía
del falso Apóstol obcecó la mente,
y del árbol fatídico pendiente
con rudas contorsiones se mecía,
complacido en su mísera agonía
mirábale el demonio frente a frente,
hasta que al fin, del término impaciente,
de entrambos pies con ímpetu le asía.
Mas ya que vio cesar del descompuesto
rostro la agitación convulsa y fiera,
señal segura de su fin funesto,
con infernal sonrisa lisonjera
los labios puso en el deforme gesto,
y el beso le volvió que a Cristo diera.
",3,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['---+---+-+-', '-+-+---+-+-', '--+--+---+-', '-+---+---+-', '--+--+---+-', '-+---+---+-', '---+-+---+-', '-+-+-+--++-', '---+-+---+-', '+----+-+-+-', '-+-+---+-+-', '---+-+---+-', '-+-+---+-+-', '-+-+-+-+-+-']"
3173,"Ya de mi amor la confesión sincera
oyeron tus calladas celosías,
y fue testigo de las ansias mías
la luna, de los tristes compañera
Tu nombre dice el ave placentera
a quien visito yo todos los días,
y alegran mis soñadas alegrías
el valle, el monte, la comarca entera.
Sólo tú mi secreto no conoces,
Por más que el alma con latido ardiente,
sin yo quererlo, te lo diga voces;
Y acaso has de ignorarlo eternamente,
como las ondas de la mar veloces
la ofrendan ignoran que les da la fuente
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+--+---+-+-', '-+---+---+-', '-+-+---+-+-', '-+---+---+-', '-+-+-+---+-', '---+-++--+-', '-+---+---+-', '-+-+---+-+-', '+-+--+-+-+-', '-+-+---+-+-', '-+-+++++-+-', '-++--+++-+-', '---+---+-+-', '-+--+--++-+-']"
3174,"Nací y lloré sin haber aún sentido
si tenía experiencia en ese estado,
entré en razón, y entonces, desdichado,
toda clase de penas he sufrido.
Mi juventud se acerca ya al olvido;
la vejez llega a paso apresurado;
y de la muerte el rostro descarnado
veré patente un día no sabido
¿No es, pues, la vida un don bastante triste?
¿No es un peso que abruma a los mortales?
¡Nada se sufre cuando no se existe!
Esto dicen los hombres inmorales
a quienes ya la religión no asiste
con la esperanza en premios inmortales.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+-+--++-+-', '--+-+-+--+-', '-+-+-+---+-', '+-+--+-+-+-', '---+-+-+-+-', '--++-+---+-', '---+-+---+-', '-+-+++-+-+-', '+--+++-+-+-', '+++--+---+-', '+--+---+-+-', '+-+--+---+-', '---+---+++-', '---+-+---+-']"
3175,"¿Adónde fuiste, Amor; adónde fuiste?
Se extinguió del poniente el manso fuego
y tú, que me decías «hasta luego,
volveré por la noche» , ¡no volviste!
¿En qué zarzas tu pie divino heriste?
¿Qué muro cruel te ensordeció a mi ruego?
¿Qué nieve supo congelar tu apego
y a tu memoria hurtar mi imagen triste?
Amor, ¡ya no vendrás! En vano, ansioso,
de mi balcón atalayando vivo
el campo verde y el confín umbroso;
y me finge un celaje fugitivo
nave de luz en que, al final reposo,
va tu dulce fantasma pensativo.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+-+-+-+-+-', '--+--+-+-+-', '-+-+-+---+-', '--+--+-+-+-', '-++--+-+-+-', '++-++--+-+-', '++-+---+-+-', '---+-+-+-+-', '-+++-++-+-', '---+---+-+-', '-+-+---+-+-', '-+++-+---+-', '+--+---+-+-', '+-+--+---+-']"
3176,"¿Quién escapa de ti? ¿Quién tu castigo
evita? ¿Quién se esconde a tu mirada?
Desde que el hombre emprende su jornada
de la cuna al sepulcro, va contigo
Mas no con torpe lengua te maldigo
¡oh Dolor!, cuya fuerza incontrastada,
como Dios sacó un mundo de la nada,
sacas del mal la luz que adoro y sigo.
Fuerte artista que labras tu escultura,
el bloque humano sin piedad golpeas
y el bien arrancas de su entraña dura.
Chispas de tu cincel son las ideas
con que iluminas nuestra noche oscura,
cuando tus obras inmortales creas.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+-+--+--+-', '-+--+----+-', '---+-+---+-', '--+--+-+-+-', '-+-+-+-+-+-', '--+--+---+-', '--+-++---+-', '+--+-+-+-+-', '+-+--+---+-', '-+-+---+-+-', '-+-+---+-+-', '+----++--+-', '---+---+-+-', '---+---+-+-']"
3177,"La rencorosa culpa que con ellos
marcha invisible, sus conciencias muerde
para que el bien pasado les recuerde
el dolor, y se ericen sus cabellos
Ya la tierra, a los pálidos destellos
de amortiguada luz, sus galas pierde
y no muestran el monte, ni la verde
selva, ni el cielo azul tonos tan bellos
La tristeza aumentando del paisaje,
oyen por donde van, lúgubre y queda
la voz de su delito que los nombra.
Y lejos, por los troncos y el follaje
de la intrincada y tétrica arboleda,
ven flotar los fantasmas de las sombras.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', '-', 'C', 'D', '-']","['---+-+---+-', '+--+---+-+-', '---+-+-+-+-', '--+--+---+-', '+-+--+---+-', '---+-+-+-+-', '-++--+---+-', '+--+-++-++-', '--+--+---+-', '+----++--+-', '-+---+--++-', '-+---+---+-', '---+-+---+-', '+-+--+---+-']"
3178,"Nunca supe que vieja caravana
resbaló por tus márgenes frondosas,
bebió en tus aguas y peinó con rosas
tu retorcida cabellera cana
Hay en el culto de tu pompa indiana
sombras de héroes, espíritus de diosas,
y ecos de una sbatallas fragorosas
que parecen venir del Ramayana
En tu caudal de trágicas arrugas,
hacen temblar sus mallas los caimanes
y brillar su coraza las tortugas,
y en tu escudo ovalado y reluciente,
alrededor de un choque de titanes,
pone su monograma una serpiente.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'E', 'D', 'E']","['+-+--+---+-', '--+--+---+-', '-+-+---+-+-', '---+---+-+-', '+--+---+-+-', '+-+--+---+-', '+-+--+---+-', '--+--+---+-', '---+-+---+-', '+--+-+---+-', '--+--+---+-', '--+--+---+-', '---+++---+-', '+----++--+-']"
3179,"Sublimes v Ates que del Divino P Indo
Osados la al Ta cumbr E hais es Calado
Nombre inm Ortal al Mundo habéis leg Ado
Envidia dan Do hasta al cir Uelo y gu Indo
Toda mi gl Oria a vue Stra cien Cia rindo
Omnímoda expre Sión de lo Alcanzad O
Dédalo de Lo esce Lso y co Mplicado
Eco arm Onioso h Acia lo Puro y lindo
Denme los e Stros su Brillante Lumbre,
I Apolo Vierta el fu Ego lum Inoso
Causa de l Abe Rínticas can Ciones
A fin de Trasladar ho I a l A cumbre
Del Parnaso Ese núme N po Deroso,
Ostentándoo S cual Tipo a las n Aciones
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'B', 'C', 'B', 'D', 'C', 'B', 'D']","['-+-++-----+-', '-+--++++-+-', '++-+-+-+++-', '-+-++-++-+-', '+--++-++-++', '-+-+-+---+-', '+---+-+-+--', '++-++--+-+-', '++--+-----+-', '---+-+-+-+-', '+--+--+--++-', '-----+++++-', '---+-+-++-+-', '--+--+--+-+-']"
3180,"Ciencia estéril, que triunfas satisfecha
rechazando evidentes realidades,
tu vista, -¡vanidad de vanidades!-
desaciertos de Dios, sin fruto acecha.
Tu soberbia satánica desecha
lo que esperanza fue de otras edades,
y mentiras parecen las verdades
a tu confusa luz, de sombras hecha
la mirada jamás alzas al cielo;
las conciencias recusas por testigo;
y llevas, con amargo desconsuelo,
en tu propia sospecha tu enemigo,
tu propio torcedor en tu recelo,
y en tu propia victoria tu castigo.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+-+--+---+-', '--+--+---+-', '-+---+---+-', '--+--+-+-+-', '--+--+---+-', '---+-++--+-', '--+--+---+-', '---+-+-+-+-', '--+--++--+-', '--+--+---+-', '-+---+---+-', '--+--+---+-', '-+---+---+-', '--+--+---+-']"
3181,"Jura en su nido al águila matar; el Pirineo
cruza y la Galia a saltos; desde la rota cresta
del Alpe mira a Italia ebria de luz y fiesta
y baja y la hace suya: ¡fatídico himeneo!
Sacia, del Trebia a Cannas, en sangre su deseo,
el elefante púnico pisa la flor enhiesta
de la virtud de Roma que a sucumbir se apresta
Sólo el Senado vela junto al postrer trofeo
No puede, exangüe, el cíclope, tocar el nido rojo
Cartago, negra madre, lo deja moribundo,
a par que Roma surge gigante de su enojo.
Vencido, de odio muere y de desdén profundo
Y el gran grito del águila hincada en el despojo,
despierta un eco lúgubre en el pavor del mundo.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+--+-+---+---+', '+--+-+----+-+-', '-+-+-++--+-+-', '-+-+----+---+-', '+--+-+--+---+-', '---+-+--+--+-+', '---+-+----+-+-', '+--+-+----+-+-', '++-+-+---+-+-+', '-+-+-+-++---+-', '-+-+-+--+---+-', '-+-+-+---+-+-', '-++--+--+---+-', '-+++-+----+-+-']"
3182,"Una vez acérqueme compungido
a mi madre -Mi madre fue una santa
que pasó por el mundo, bondad tanta
en otro corazón no he conocido-
Valor la iba a pedir, consuelo, olvido,
para seguir viviendo En mi garganta
se anudaba la voz Ella con cuánta
piedad oyó mi acento dolorido
¡La iba a mostrar el mar de mi tristeza,
la roca de mi duda, la maleza
agresiva y hostil de mi fastidio:
a pedirla de amor una mirada
que, al radiar en mi senda desolada,
me apartase del antro del suicidio!
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'C', 'D', 'E', 'E', 'D']","['+-+-+-+--+-', '--+--+-+-+-', '--+--+--++-', '-+---++--+-', '-++--+-+-+-', '---+-+---+-', '---+--+--+-', '-+-+-+---+-', '+--+-+---+-', '-+---+---+-', '--+--+---+-', '--++-++--+-', '--+--+---+-', '+-+--+---+-']"
3183,"Metiose Amor a boticario un día,
bella Orminta, y compuso una receta
par curar a un mísero poeta
que herido de sus flechas padecía
Mezcló la leche, el néctar, la ambrosía,
la azucena, la rosa y la violeta;
el metal rubio del primer planeta,
el coral y las perlas que el mar cría.
Pero salió el remedio tan ardiente
como la misma fragua de Vulcano;
erró el traidor la dosis ciertamente;
sobre todo de sal cargó la mano;
enconose la herida de repente,
y no espero en mi vida verme sano.
",3,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['---+---+++-', '+-+--++--+-', '+-+-++---+-', '-+---+---+-', '-+-+-+---+-', '--+--+---+-', '--++---+-+-', '--+--+--++-', '---+-+-+-+-', '---+-+---+-', '-+-+-+-+-+-', '--+--+-+-+-', '--+--+---+-', '-++--+-+-+-']"
3184,"Mas llegan los pastores en bandadas
al reír la mañana en el Oriente;
mezclan su voz al cántico doliente
y se abren las violas perfumadas.
Ya se tornan guirnaldas animadas
las danzas; ya las mueve ritmo ardiente
al que hacen coro en la vecina fuente
faunos lascivos y risueños driadas
Vibra Febo su arco de diamante;
el baile raudo gira, el seno opreso
de las pastoras rompe en delirante
grito de amor que llena el aire en ceso
Mirtilo, el boquirrubio, en ese instante
vuelto habría a la vida con un beso
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+---+---+-', '-+--+----+-', '+--+-+---+-', '--+--+---+-', '+-+--+---+-', '-+-+++-+-+-', '-+-+---+-+-', '+--+---+-+-', '+-+--+---+-', '-+-+-+-+-+-', '---+-+---+-', '+--+-+-+-+-', '-+---+-+-+-', '+-+--+--++-']"
